,user_id,item_id,cat_id,merchant_id,brand_id,month,day,action,age_range,gender,province
171,328862,406349,1280,2700,5476.0,11,11,0,0,1,四川
172,328862,406349,1280,2700,5476.0,11,11,0,7,1,重庆市
173,328862,807126,1181,1963,6109.0,11,11,0,1,0,上海市
174,328862,406349,1280,2700,5476.0,11,11,2,6,0,台湾
175,328862,406349,1280,2700,5476.0,11,11,0,6,2,甘肃
176,328862,406349,1280,2700,5476.0,11,11,0,4,1,甘肃
177,328862,1094497,407,4109,511.0,7,8,0,5,1,青海
178,328862,675927,407,4109,511.0,7,8,0,6,1,河南
179,328862,43799,407,4109,511.0,7,8,0,4,1,河南
180,328862,896776,407,4109,511.0,7,8,0,3,0,黑龙江
181,328862,731269,833,2217,3012.0,7,8,0,5,1,西藏
182,328862,941328,1397,4688,4623.0,6,25,0,4,0,安徽
183,328862,406349,1280,2700,5476.0,11,11,0,5,0,浙江
184,328862,406349,1280,2700,5476.0,11,11,0,3,2,澳门
185,328862,406349,1280,2700,5476.0,11,11,0,7,1,台湾
186,328862,443739,138,4877,1954.0,10,12,0,0,2,宁夏
187,328862,556215,821,3925,2031.0,7,21,0,5,0,海南
188,328862,476545,1326,2479,5553.0,7,12,0,6,1,甘肃
189,328862,376294,1326,2479,5553.0,7,12,0,7,1,香港
190,328862,601596,737,2479,5553.0,7,12,0,0,0,广东
191,328862,633173,737,2479,5553.0,7,12,0,0,1,黑龙江
192,328862,621602,737,2479,5553.0,7,12,0,0,0,湖南
193,328862,376294,1326,2479,5553.0,7,12,0,3,1,澳门
194,328862,376294,1326,2479,5553.0,7,12,0,7,1,台湾
195,328862,839044,1326,2479,5553.0,7,12,0,2,0,浙江
196,328862,376294,1326,2479,5553.0,7,12,0,6,2,湖南
197,328862,376294,1326,2479,5553.0,7,12,0,3,2,江苏
198,328862,514704,407,4109,511.0,7,8,0,6,1,吉林
199,328862,514704,407,4109,511.0,7,8,0,5,0,香港
200,328862,469250,407,4109,511.0,7,8,0,1,2,贵州
201,328862,514704,407,4109,511.0,7,8,2,2,2,福建
202,328862,206882,387,3354,883.0,6,1,0,5,1,贵州
203,328862,587603,821,2412,4801.0,6,1,0,2,1,江苏
204,328862,132892,1095,2412,4801.0,6,1,0,6,1,云南
205,328862,745630,1604,3354,883.0,6,1,0,0,2,河南
206,328862,156921,387,3354,883.0,6,1,0,3,2,浙江
207,328862,276320,821,3354,883.0,6,1,0,3,1,云南
208,328862,468087,387,1138,4104.0,8,20,0,1,2,香港
209,328862,505977,154,1138,4104.0,8,20,0,1,2,四川
210,328862,105408,821,1138,4104.0,8,20,0,1,2,陕西
211,328862,682964,154,1138,4104.0,8,20,0,1,2,浙江
212,328862,669851,387,1138,4104.0,8,20,0,4,0,北京市
213,328862,34034,1591,1138,4104.0,8,20,0,7,0,广西
214,328862,431931,154,1138,4104.0,8,20,0,4,1,河南
215,328862,745,1577,1138,4104.0,8,20,0,6,0,河北
216,328862,679759,387,1138,4104.0,8,20,0,6,1,宁夏
217,328862,706347,387,1138,4104.0,8,20,0,5,2,云南
218,328862,449288,154,1138,4104.0,8,20,0,5,1,宁夏
219,328862,338981,154,1138,4104.0,8,20,0,4,1,澳门
220,328862,639055,1397,1138,4104.0,8,20,0,3,1,香港
221,328862,1079313,662,1138,4104.0,8,20,0,3,0,吉林
222,328862,669851,387,1138,4104.0,8,20,0,7,1,湖南
223,328862,33262,602,420,4953.0,8,26,0,7,2,内蒙古
224,328862,698318,737,3459,2683.0,10,22,2,0,0,台湾
225,328862,698318,737,3459,2683.0,10,22,0,7,0,宁夏
226,328862,949741,1591,1138,4104.0,8,10,0,4,2,江苏
227,328862,305902,821,461,1859.0,8,10,0,0,1,山东
228,328862,706347,387,1138,4104.0,8,10,0,7,2,云南
229,328862,1021984,1525,2667,4926.0,8,10,0,6,0,西藏
230,328862,1021984,1525,2667,4926.0,8,10,2,4,1,天津市
231,328862,1021984,1525,2667,4926.0,8,10,0,1,1,山西
232,328862,468087,387,1138,4104.0,8,10,0,5,0,湖北
233,328862,151921,387,1138,4104.0,8,10,0,7,2,澳门
234,328862,265454,662,461,1859.0,8,10,0,6,0,海南
235,328862,1021984,1525,2667,4926.0,8,10,0,4,2,海南
236,328862,326321,1326,3459,2683.0,10,22,0,1,1,湖北
237,328862,698318,737,3459,2683.0,10,22,0,3,2,新疆
238,328862,698318,737,3459,2683.0,10,22,0,2,2,河北
239,328862,326321,1326,3459,2683.0,10,22,2,2,1,广西
240,328862,326321,1326,3459,2683.0,10,22,0,6,0,山西
241,328862,698318,737,3459,2683.0,10,22,0,7,2,广西
242,328862,326321,1326,3459,2683.0,10,22,0,6,1,重庆市
243,328862,676090,119,4043,7178.0,6,11,0,2,1,湖南
244,328862,676090,119,4043,7178.0,6,11,0,7,1,澳门
245,328862,161902,662,1102,1214.0,6,11,0,5,0,上海市
246,328862,676090,119,4043,7178.0,6,11,2,4,1,河北
247,328862,1037674,1238,1102,1214.0,6,11,0,6,0,黑龙江
248,328862,745558,387,1138,4104.0,8,10,0,4,0,湖南
249,328862,669851,387,1138,4104.0,8,10,0,1,1,重庆市
250,328862,698318,737,3459,2683.0,10,22,0,4,2,北京市
251,328862,698318,737,3459,2683.0,10,22,0,3,1,浙江
252,328862,326321,1326,3459,2683.0,10,22,0,2,0,贵州
253,328862,567850,737,3459,2683.0,10,22,0,0,2,内蒙古
254,328862,685024,845,2667,1962.0,8,10,2,3,0,山西
255,328862,119898,602,420,4953.0,8,26,0,3,0,浙江
256,328862,819507,602,420,4953.0,8,26,0,6,0,澳门
257,328862,702304,821,1138,4104.0,8,26,0,6,1,甘肃
258,328862,958644,1095,3828,1446.0,7,28,0,5,2,贵州
259,328862,408039,821,1138,4104.0,7,28,0,4,0,甘肃
260,328862,189490,662,3828,1446.0,7,28,0,0,2,台湾
261,328862,697491,662,3828,1446.0,7,28,0,4,1,贵州
262,328862,92347,662,465,1797.0,7,28,0,5,2,内蒙古
263,328862,296809,662,3828,1446.0,7,28,0,2,1,四川
264,328862,679003,821,3828,1446.0,7,28,0,2,2,河北
265,328862,372369,1397,3828,1446.0,7,28,0,3,2,天津市
266,328862,372369,1397,3828,1446.0,7,28,0,2,1,甘肃
267,328862,482931,1591,1138,4104.0,7,28,0,1,0,甘肃
268,328862,733181,662,1138,4104.0,7,28,0,3,2,江西
269,328862,1002584,302,3828,1446.0,7,28,0,4,2,青海
270,328862,108287,1271,437,801.0,5,28,0,5,0,安徽
271,328862,256805,664,789,1552.0,10,7,0,6,1,黑龙江
272,328862,530611,1271,4257,6742.0,5,28,0,1,0,新疆
273,328862,992655,1467,623,7047.0,5,28,0,4,1,西藏
274,328862,906495,1271,3950,4052.0,5,28,0,5,0,黑龙江
275,328862,455221,1271,437,801.0,5,28,0,4,2,北京市
276,328862,693014,1188,3679,8461.0,6,21,0,3,2,河北
277,328862,1077249,1505,944,7370.0,6,21,0,2,1,澳门
278,328862,693014,1188,3679,8461.0,6,21,0,0,0,海南
279,328862,693014,1188,3679,8461.0,6,21,0,6,2,山西
280,328862,693014,1188,3679,8461.0,6,21,2,2,2,天津市
281,328862,693014,1188,3679,8461.0,6,21,0,3,0,上海市
282,328862,831881,36,3112,809.0,6,21,0,6,1,河北
283,328862,693014,1188,3679,8461.0,6,21,0,5,1,青海
284,328862,1084285,1188,1687,6296.0,6,21,0,5,0,湖南
285,328862,693014,1188,3679,8461.0,6,21,0,5,2,重庆市
286,328862,693014,1188,3679,8461.0,6,21,0,6,0,陕西
287,328862,831881,36,3112,809.0,6,21,2,6,0,青海
288,328862,693014,1188,3679,8461.0,6,21,0,2,0,湖北
289,328862,693014,1188,3679,8461.0,6,21,0,7,2,甘肃
290,328862,693014,1188,3679,8461.0,6,21,0,0,1,宁夏
291,328862,249435,1188,3679,8461.0,6,21,0,7,0,广东
292,328862,472412,985,1688,1039.0,8,12,0,2,2,陕西
293,328862,696448,464,3373,5148.0,5,25,0,1,1,重庆市
294,328862,985000,464,1742,7885.0,5,25,0,2,1,河北
295,328862,845746,464,1742,7885.0,5,25,2,1,1,青海
296,328862,942560,464,3373,5148.0,5,25,0,4,0,天津市
297,328862,226057,464,3373,5148.0,5,25,0,4,1,重庆市
298,328862,845746,464,1742,7885.0,5,25,0,4,2,台湾
299,328862,637637,662,3828,1446.0,7,28,0,6,0,青海
300,328862,477050,662,1138,4104.0,7,28,0,3,2,宁夏
301,328862,696163,1095,3828,1446.0,7,28,0,6,0,湖南
302,328862,81302,302,3828,1446.0,7,28,0,3,1,新疆
303,328862,554034,662,3828,1446.0,7,28,0,6,0,北京市
304,328862,881947,662,1138,4104.0,7,28,0,6,0,内蒙古
305,328862,482931,1591,1138,4104.0,7,28,0,4,2,河南
306,328862,638263,1397,3828,1446.0,7,28,0,2,2,安徽
307,328862,548082,821,3828,1446.0,7,28,0,3,2,西藏
308,328862,671405,662,3828,1446.0,7,28,0,0,2,上海市
309,328862,123379,1095,1138,4104.0,7,28,0,5,1,安徽
310,328862,482931,1591,1138,4104.0,7,28,0,7,1,陕西
311,328862,542325,662,3828,1446.0,7,28,0,6,2,浙江
312,328862,451956,662,3828,1446.0,7,28,0,0,1,甘肃
313,328862,381779,1577,1138,4104.0,7,28,0,3,0,广西
314,328862,502970,1591,1138,4104.0,7,28,0,5,0,新疆
315,328862,665481,1397,3828,1446.0,7,28,0,6,0,河北
316,328862,599521,1505,3828,1446.0,7,28,0,3,2,澳门
317,328862,451956,662,3828,1446.0,7,28,0,6,2,西藏
318,328862,712156,662,3828,1446.0,7,28,0,6,1,新疆
319,328862,542806,1397,3828,1446.0,7,28,0,5,2,天津市
320,328862,694607,662,3828,1446.0,7,28,0,2,1,河北
321,328862,608402,1397,3828,1446.0,7,28,0,2,2,澳门
322,328862,866433,662,3828,1446.0,7,28,0,6,0,湖南
323,328862,172030,662,1138,4104.0,7,28,0,1,1,新疆
324,328862,294878,821,3828,1446.0,7,28,0,0,2,北京市
325,328862,694607,662,3828,1446.0,7,28,0,3,2,新疆
326,328862,406459,662,3828,1446.0,7,28,0,0,1,湖北
327,328862,913584,1505,3828,1446.0,7,28,0,5,0,北京市
328,328862,592310,821,1138,4104.0,7,28,0,6,0,浙江
329,328862,986603,302,3828,1446.0,7,28,0,0,2,山西
330,328862,1002584,302,3828,1446.0,7,28,0,4,1,安徽
331,328862,1097257,384,3828,1446.0,7,28,0,1,1,河北
332,328862,516503,662,1138,4104.0,7,28,0,0,2,吉林
333,328862,296339,1397,1138,4104.0,7,28,0,7,1,甘肃
334,328862,845303,302,3828,1446.0,7,28,0,3,0,内蒙古
335,328862,952255,662,1138,4104.0,7,28,0,1,1,重庆市
336,328862,593557,1397,3828,1446.0,7,28,0,5,2,黑龙江
337,328862,694607,662,3828,1446.0,7,28,0,6,2,内蒙古
338,328862,841339,662,1138,4104.0,7,28,0,0,2,陕西
339,328862,622867,1095,3828,1446.0,7,28,0,3,2,黑龙江
340,328862,636524,1591,1138,4104.0,7,28,0,2,2,河北
341,328862,451956,662,3828,1446.0,7,28,0,7,2,宁夏
342,328862,1002584,302,3828,1446.0,7,28,0,7,2,贵州
343,328862,983806,662,1138,4104.0,7,28,0,4,0,青海
344,328862,142745,662,1138,4104.0,7,28,0,5,1,海南
345,328862,218097,662,3354,883.0,7,28,0,3,1,江苏
346,328862,1076388,662,3828,1446.0,7,28,0,3,0,云南
347,328862,938558,662,1138,4104.0,7,28,0,6,1,海南
348,328862,234418,464,3373,5148.0,5,25,0,2,2,台湾
349,328862,316274,464,3373,5148.0,5,25,0,0,0,澳门
350,328862,234418,464,3373,5148.0,5,25,0,6,0,江西
351,328862,335216,464,3373,5148.0,5,25,0,3,2,广西
352,328862,335216,464,3373,5148.0,5,25,0,1,0,辽宁
353,328862,224761,464,3373,5148.0,5,25,0,3,2,湖北
354,328862,99625,464,3373,5148.0,5,25,0,0,2,广西
355,328862,172370,464,3373,5148.0,5,25,0,6,1,黑龙江
356,328862,224761,464,3373,5148.0,5,25,0,1,0,内蒙古
357,328862,316274,464,3373,5148.0,5,25,0,3,1,台湾
358,328862,897293,1397,3828,1446.0,7,28,0,4,1,重庆市
359,328862,408039,821,1138,4104.0,7,28,0,5,2,辽宁
360,328862,723943,821,3828,1446.0,7,28,0,3,0,山东
361,328862,743770,1397,3828,1446.0,7,28,0,1,1,上海市
362,328862,746692,662,3354,883.0,7,28,0,2,1,山西
363,328862,636178,662,2159,8249.0,7,28,0,0,2,湖北
364,328862,611865,387,1138,4104.0,7,28,0,4,0,青海
365,328862,1002584,302,3828,1446.0,7,28,0,5,2,湖北
366,328862,632777,662,3828,1446.0,7,28,0,2,0,河南
367,328862,977039,662,3828,1446.0,7,28,0,0,2,陕西
368,328862,625386,1397,3828,1446.0,7,28,0,0,2,河南
369,328862,632777,662,3828,1446.0,7,28,0,6,1,香港
370,328862,853549,1591,1138,4104.0,7,28,0,4,0,北京市
371,328862,825551,154,1138,4104.0,7,28,0,6,1,江苏
372,328862,408039,821,1138,4104.0,7,28,2,2,1,重庆市
373,328862,555540,662,3828,1446.0,7,28,0,2,2,湖北
374,328862,841339,662,1138,4104.0,7,28,0,2,2,甘肃
375,328862,456203,662,3828,1446.0,7,28,0,0,2,甘肃
376,328862,853549,1591,1138,4104.0,7,28,2,6,0,广西
377,328862,437487,662,4094,7749.0,7,28,0,2,1,内蒙古
378,328862,289003,1591,1138,4104.0,7,28,0,4,0,澳门
379,328862,482931,1591,1138,4104.0,7,28,0,1,1,上海市
380,328862,18691,384,3828,1446.0,7,28,0,3,1,台湾
381,328862,865959,384,3828,1446.0,7,28,0,0,1,贵州
382,328862,811554,1397,3828,1446.0,7,28,0,5,1,河南
383,328862,950272,1397,3828,1446.0,7,28,0,1,1,甘肃
384,328862,694607,662,3828,1446.0,7,28,0,6,0,河北
385,328862,456185,1397,3828,1446.0,7,28,0,1,0,甘肃
386,328862,983806,662,1138,4104.0,7,28,0,5,0,宁夏
387,328862,632777,662,3828,1446.0,7,28,0,7,0,云南
388,328862,1017477,662,3828,1446.0,7,28,0,0,0,澳门
389,328862,816917,821,1138,4104.0,7,28,0,2,2,浙江
390,328862,881947,662,1138,4104.0,7,28,0,1,1,江西
391,328862,865959,384,3828,1446.0,7,28,0,2,2,西藏
392,328862,548082,821,3828,1446.0,7,28,0,3,0,新疆
393,328862,1002584,302,3828,1446.0,7,28,2,2,1,内蒙古
394,328862,881947,662,1138,4104.0,7,28,2,6,2,湖南
395,328862,636510,1095,3828,1446.0,7,28,0,7,0,浙江
396,328862,49656,1397,3828,1446.0,7,28,0,7,2,海南
397,328862,698690,1505,3828,1446.0,7,28,0,4,1,内蒙古
398,328862,591185,1397,1138,4104.0,7,28,0,3,0,新疆
399,328862,741068,1397,3828,1446.0,7,28,0,1,0,江苏
400,328862,209591,821,1138,4104.0,7,28,0,7,2,云南
401,328862,694607,662,3828,1446.0,7,28,0,3,2,广东
402,328862,127649,1397,3828,1446.0,7,28,0,6,2,江苏
403,328862,515018,1505,3828,1446.0,7,28,0,7,0,北京市
404,328862,1021957,154,1138,4104.0,7,28,0,4,1,湖南
405,328862,881947,662,1138,4104.0,7,28,0,5,2,重庆市
406,328862,190238,302,3828,1446.0,7,28,0,4,1,宁夏
407,328862,853549,1591,1138,4104.0,7,28,0,1,2,甘肃
408,328862,671405,662,3828,1446.0,7,28,0,0,2,黑龙江
409,328862,482931,1591,1138,4104.0,7,28,2,6,0,湖北
410,328862,611865,387,1138,4104.0,7,28,0,4,0,山东
411,328862,296339,1397,1138,4104.0,7,28,0,6,2,贵州
412,328862,924526,1141,2186,5367.0,10,28,0,1,2,广东
413,328862,642126,1271,173,4509.0,6,5,0,2,2,天津市
414,328862,879690,1577,4173,5376.0,6,5,0,4,1,山西
415,328862,785616,302,4173,5376.0,6,5,0,4,2,辽宁
416,328862,799087,833,173,4509.0,6,5,0,0,0,黑龙江
417,328862,786414,1397,4173,5376.0,6,5,0,1,1,海南
418,328862,1099129,1271,2882,2661.0,8,29,0,0,2,辽宁
419,234512,146770,1173,693,3186.0,6,25,0,5,1,贵州
420,234512,1106076,992,3783,8165.0,10,16,0,7,0,上海市
421,234512,866567,1198,693,3186.0,6,25,0,6,0,山东
422,234512,146770,1173,693,3186.0,6,25,2,2,2,新疆
423,234512,146770,1173,693,3186.0,6,25,0,4,1,上海市
424,234512,146770,1173,693,3186.0,6,25,0,6,0,云南
425,234512,146770,1173,693,3186.0,6,25,0,5,2,河北
426,234512,146770,1173,693,3186.0,6,25,0,2,1,黑龙江
427,234512,437874,1208,422,2276.0,11,8,0,3,0,江苏
428,234512,399860,962,305,6300.0,11,11,0,4,1,安徽
429,234512,240182,81,3018,4144.0,11,11,2,1,2,天津市
430,234512,137298,1432,3271,6957.0,11,11,2,3,1,福建
431,234512,245026,389,830,6866.0,11,11,0,0,1,黑龙江
